F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,Label
1.521756,-0.331722,0.661316,-0.640127,0.565534,-0.640127,-1.053604,-1.974013,-0.838388,-2.404448,-0.416926,1.424218,-0.965959,1.910026,1.067288,-2.963586,2.672563,0.580608,1.649558,-0.793424,-2.241769,0.679739,-0.290420,3.000000
nan,-2.084232,0.285552,-1.315070,1.072758,-1.315070,0.372073,-0.901846,-1.695854,-0.563113,0.629410,-0.719394,0.588362,4.826693,-0.733753,-3.037000,5.887300,0.194329,4.190680,1.884442,-1.335512,-2.472494,0.799345,2.000000
1.813691,-0.507264,-2.080999,-4.226879,-0.850925,nan,-2.530130,2.412800,0.525543,nan,1.119434,-0.866124,-1.121969,-0.596477,nan,0.327917,-0.498069,1.756847,3.229206,-1.044437,-1.108069,-1.412948,-0.799510,3.000000
-0.448655,0.141096,-0.236724,2.877436,-0.442954,2.877436,-2.226212,2.008902,0.929365,-4.377906,0.955585,2.895006,-6.472466,3.927064,-0.375722,-0.242158,-1.983018,-0.908298,-3.972536,-2.526349,0.181090,0.648975,-0.000088,2.000000
0.662866,0.961917,0.954067,nan,0.787547,-1.454183,1.287321,0.396167,-1.561019,-1.741054,0.442940,1.181366,-2.707706,0.049682,-0.592137,-2.249829,-1.627500,-0.103330,-3.670817,-1.126591,-0.358557,1.256347,0.216374,2.000000
-0.488340,2.406052,-0.890308,1.899306,-1.401013,1.899306,-0.911160,-4.959849,0.577308,0.835378,-0.447808,-3.304386,3.228142,1.063520,-0.833304,1.700632,4.008537,-0.325740,6.149625,-1.896768,-1.904165,2.773609,0.212033,0.000000
-0.382399,-0.652308,0.142869,3.388120,-1.192961,3.388120,3.189439,-2.289313,0.308030,1.764629,-1.581228,0.421259,-0.081203,-0.315437,1.863060,0.216321,-0.027820,-2.271536,-2.765111,-0.593943,-1.357433,1.134033,-2.113247,0.000000
-3.149586,-0.861715,nan,-2.670322,-0.793678,-2.670322,0.245363,-1.606116,1.215005,-1.307105,1.483168,-0.785372,-1.272331,1.826229,-0.129634,-5.816384,1.435626,-0.276158,2.172851,2.654455,-2.063264,0.487219,0.170146,2.000000
-1.798076,-1.050327,0.698515,-1.873633,-0.653448,-1.873633,0.041830,0.800367,-0.120912,0.294492,0.739948,-2.698986,2.483685,-0.057663,-1.043038,2.018860,nan,1.483430,4.330047,-1.262849,-0.351208,-1.007211,1.287220,1.000000
-2.043745,nan,0.227809,-2.918208,nan,-2.918208,1.796351,9.091911,0.104396,-6.213508,-0.631666,0.662254,-2.877157,-1.366730,1.459055,nan,-2.279383,4.631263,1.034908,2.565311,-3.715246,-1.064314,-1.929575,0.000000
0.746631,1.684380,0.344706,-3.175221,0.090394,-3.175221,-1.945555,-1.674153,-0.737900,-0.432940,-1.426672,-1.572428,1.107577,2.783205,0.728820,-5.521601,3.956070,2.321595,7.254521,1.669689,-1.241578,0.361058,0.581247,2.000000
1.007661,-0.282359,-0.894025,-1.483127,-0.603061,-1.483127,0.731028,nan,-2.436712,0.181486,-0.632323,-0.173204,0.755830,-3.015844,-0.512127,-0.206188,-2.102375,2.279177,1.227851,0.873034,-0.383940,nan,0.041181,0.000000
0.085582,0.649014,2.417531,-1.055967,-1.430625,-1.055967,0.665560,-2.647047,0.540060,0.893141,-0.932028,-2.569371,-0.657531,0.164666,-0.186427,9.838751,-0.564576,-4.790949,-3.638593,-2.921270,1.480133,-1.196237,1.333927,0.000000
nan,-0.275230,-1.235373,4.033239,-2.609934,4.033239,-4.546566,-2.000815,nan,-1.827382,1.042407,-2.065539,3.856120,3.431580,1.080189,4.834865,4.567975,-0.628600,3.520030,1.985234,2.739331,0.879469,nan,3.000000
1.294325,0.802088,0.693106,1.129871,-0.738647,1.129871,-2.883724,5.632340,1.597018,-4.013772,-0.665626,1.260355,0.545384,1.706097,-1.445439,4.723321,2.013463,2.339932,0.626272,-1.353336,nan,-3.470902,-0.226021,2.000000
1.034584,0.356780,0.106524,-1.316929,-0.226110,-1.316929,-1.498343,-0.407868,-0.278885,-0.500661,nan,0.345642,nan,1.497954,-0.466531,-1.072947,2.580987,1.441122,3.539262,-0.577777,-0.789371,-0.972706,0.287011,1.000000
-0.461609,0.826673,-0.318843,1.316697,nan,1.316697,-0.438505,0.867375,-1.494229,-0.076651,1.915345,2.124932,-2.188687,1.324094,-0.679529,0.557211,-0.299103,-1.054711,-1.448006,0.070752,-0.252578,-2.243434,-1.293210,2.000000
0.008499,-2.068543,-1.229211,1.710360,0.756273,1.710360,1.280398,-0.358572,-0.941447,0.351865,0.889948,0.733827,3.339417,-0.363870,0.129504,1.759455,1.443338,1.097228,-3.812898,-0.545351,3.376273,2.080432,-0.010415,1.000000
-1.667893,-1.075295,0.522746,-1.314680,-0.871569,-1.314680,-1.933729,-3.626797,0.013977,-2.785215,1.015972,1.538168,4.112938,-3.876306,-0.026504,nan,1.076584,-3.148582,-7.275297,-0.823703,2.960528,nan,-1.367710,3.000000
0.766884,-0.060529,-1.068617,-0.341622,0.852819,-0.341622,-0.595699,-1.240937,1.504075,1.294496,1.328544,-1.066760,nan,0.982143,-0.409656,8.057624,0.062277,nan,-2.508181,-3.269924,2.969834,-0.981561,0.874182,0.000000
0.800646,0.987073,0.843766,-0.295321,0.310216,-0.295321,0.657042,3.597543,2.129217,-0.838892,0.497713,0.248954,-6.244177,1.306287,nan,-2.162831,-3.870117,-1.006644,-0.606535,-0.950517,-2.127138,-1.889515,0.075763,0.000000
-0.047142,0.926857,1.193157,0.339099,0.286651,0.339099,1.218726,3.925407,1.196044,-2.921991,1.172241,-0.072238,-2.850582,0.350742,0.345908,-6.605234,-2.110791,1.245757,0.013505,2.238910,-2.087151,0.803275,-0.581563,2.000000
1.696205,-1.598001,0.270479,1.824653,0.074459,1.824653,-1.756085,1.942634,-0.329520,-0.769308,0.475788,1.019713,1.021688,-1.312474,nan,-3.162008,0.514822,2.247805,5.284793,1.711757,-2.997726,-1.144283,-0.386515,2.000000
-0.124619,0.494602,-0.472606,-0.969487,-0.030736,-0.969487,-0.104941,-3.834290,0.198637,1.047067,-0.113620,-5.062372,2.521203,1.604451,0.080780,-2.386553,2.807587,nan,5.884114,4.238672,-1.146073,1.441528,nan,2.000000
-1.220919,0.664725,nan,2.053024,-1.274014,2.053024,-2.696474,-2.329833,-1.024484,-1.123801,-0.292338,-1.179655,4.300378,0.334202,0.713193,5.108814,2.814103,0.187423,0.526856,-0.300362,2.893907,2.199688,1.099766,3.000000
2.656881,nan,0.512445,2.140106,-0.233518,2.140106,-1.335838,5.800812,0.872479,-1.435592,0.291996,0.552649,-3.827078,1.815592,0.021105,3.561650,-2.984496,-1.001515,-2.242568,0.133309,1.672903,-3.597264,-0.657065,2.000000
-1.559152,0.921843,-0.560739,-2.003315,0.628550,-2.003315,-0.545883,-7.597733,0.631503,-0.342615,1.050965,-1.955917,3.900159,nan,0.178890,1.769368,4.477442,-1.058604,1.169201,-1.163486,0.099742,3.874127,0.437282,0.000000
1.022027,0.291080,-0.474407,4.665607,-0.241472,4.665607,3.668934,1.882270,-1.966148,1.562935,-1.045616,-0.704241,0.079406,1.300047,0.398784,-0.406876,0.951745,-0.178506,0.260009,-0.988764,-1.467973,-0.453279,1.478049,0.000000
0.985862,0.087594,0.827063,-2.583393,0.339756,-2.583393,-1.205338,0.059693,-1.634855,-0.792919,-0.312747,-1.225233,0.518048,0.596589,-0.778906,5.472193,0.602388,-0.350131,nan,-2.110498,2.622874,-0.742178,-0.335105,0.000000
1.784091,-1.632936,0.899259,-2.433628,-0.024176,-2.433628,-0.373305,-2.177272,-1.532295,-0.535029,0.069069,-3.015411,0.209449,0.284882,nan,3.356129,-0.463405,-2.051528,-1.489476,-0.126948,1.941324,1.574725,0.630666,0.000000
-2.011624,0.997344,-1.022695,4.496357,-0.816942,4.496357,3.479677,-4.086568,1.350710,0.933028,0.898596,-2.289930,1.598077,1.057968,1.200840,-5.068617,1.019339,-2.074258,-1.191600,3.487255,-0.787801,5.338948,-0.122739,0.000000
-0.165610,0.585284,1.897402,nan,1.138524,1.685312,-1.894617,-1.639444,-0.424925,1.070770,-1.195520,-0.026188,0.342091,nan,0.892458,-1.810736,1.361110,2.517032,3.657471,-3.041156,0.723656,3.100453,0.378020,1.000000
1.343689,0.031359,-0.063245,-0.384387,1.071665,-0.384387,2.982207,1.125736,1.204606,-0.432336,-0.801912,-1.592754,-1.909859,2.802835,1.560405,-5.852699,0.742081,0.638284,0.761062,0.503788,-1.266199,1.223190,-0.084616,1.000000
-0.084402,0.556170,1.262370,nan,-1.241034,-1.747250,-3.892342,-6.112620,-0.708973,1.955410,-0.289239,-3.792134,4.061534,-2.143515,nan,14.515740,0.284738,-4.716376,-0.655444,-1.434949,4.045393,-0.126206,-0.386948,0.000000
-0.573521,-0.762062,1.294982,-0.068479,-1.387743,-0.068479,-0.998407,2.465970,nan,1.221442,-0.169305,-1.332525,2.105533,-0.791181,0.045651,-1.589231,0.302158,1.681001,4.929731,nan,-0.235897,-1.963018,-0.521587,2.000000
-1.286342,-0.561137,nan,0.521991,1.807819,0.521991,-0.114433,-1.645375,0.950873,-0.832080,-0.538539,-2.024202,nan,-1.209088,0.361260,-1.251501,0.095410,-0.572584,2.186270,1.650647,-1.747813,2.005270,-1.558518,1.000000
1.222236,1.252203,-0.927633,2.778017,1.573281,2.778017,-0.370280,-0.452446,-0.828330,-0.045441,-0.364024,-0.651492,2.490675,0.263338,0.188896,-3.459603,nan,2.773879,2.433501,0.060604,0.614738,4.063773,-0.511789,3.000000
-0.616000,-0.431647,-1.382833,-1.954568,-0.095163,-1.954568,nan,-3.068361,-0.732636,-3.281820,1.262779,3.045179,-2.826306,-3.193510,-1.445944,-3.996372,-3.215535,-0.911536,-7.107763,-1.448304,-2.055880,4.645976,0.878798,2.000000
0.049819,0.479125,-0.009887,-1.434533,0.134427,-1.434533,-0.202417,-1.568236,-1.733729,-1.335198,0.143060,2.836935,-2.072418,1.909175,-1.716146,-3.534809,1.452392,0.238798,-1.343877,-0.474224,-0.917114,0.019722,-0.252064,2.000000
0.221348,-0.299831,-0.404409,1.924522,-0.330772,1.924522,0.049566,-2.400995,-0.953628,1.220468,-1.298944,-0.013835,-0.220524,-0.279175,0.744830,0.613738,-0.155440,-1.745989,0.551791,-0.047662,-1.417119,0.434271,0.330005,0.000000
nan,-0.059241,-1.061736,-2.453011,0.412921,-2.453011,-0.298428,0.505372,0.146033,-3.307207,0.683627,-0.336992,1.291575,-0.014295,-1.084924,5.807423,2.983235,0.118802,-0.484693,-3.246350,-0.469440,-1.888012,0.914184,1.000000
-0.129925,-0.770681,-0.594777,-1.164869,1.265826,-1.164869,-3.984791,-1.922652,1.883263,-2.598103,-1.418296,0.173778,-4.038441,nan,0.786249,2.532352,-0.009633,-2.191489,2.446708,-2.086931,-2.348623,-1.341079,1.182105,3.000000
2.106813,0.796147,-1.285776,-3.244347,-1.220996,-3.244347,2.017449,3.023084,0.360834,-1.663638,-2.380330,0.380482,-3.875731,0.451618,-0.998224,-18.187048,-2.048140,4.241573,nan,4.634951,-4.850925,2.441565,-1.275080,2.000000
-0.242540,-0.263544,1.382687,-3.115297,-1.345027,-3.115297,-1.425727,-2.356906,-0.374394,0.128152,-0.694273,-1.390824,0.351662,1.318584,0.515540,2.943248,2.628712,0.315416,3.568089,-3.689012,-0.579620,-0.532500,-0.758031,0.000000
-0.393419,0.516600,1.218674,-0.682648,0.697862,-0.682648,0.157014,-1.185734,-0.158086,-0.565568,-0.377008,2.319000,-1.497842,2.349799,1.148610,-4.567375,nan,1.309514,0.343713,-1.013668,-1.031134,0.529870,0.263794,2.000000
-0.258587,-0.735807,-1.095929,-0.787059,-0.912827,-0.787059,-1.159623,0.098688,-0.761678,-2.146021,-0.049795,1.276154,-0.050009,nan,-0.350207,-4.387687,1.737678,1.928206,1.389166,1.107510,nan,0.814300,0.969746,1.000000
0.408303,0.310628,-1.202961,-3.398302,-1.083831,-3.398302,3.778579,0.258255,0.275151,-2.373830,-0.635299,-0.244362,-0.028090,3.012100,-0.254889,-5.099834,4.026695,0.706825,-1.766283,1.255115,-0.686000,-0.166548,2.418479,2.000000
1.547272,nan,-0.012772,1.706597,-0.164938,1.706597,-1.516948,-3.866034,-0.549018,2.381712,2.226863,nan,-0.893071,1.112930,0.657003,1.558617,0.773994,-1.587442,4.448232,-2.355463,-2.272935,0.222393,0.020171,0.000000
-1.133574,-1.136712,-0.288021,-2.202232,0.251333,-2.202232,0.217363,2.595844,1.765326,-1.124511,-0.403233,-4.140056,-0.424347,2.386693,0.877869,2.369318,2.503629,1.077909,6.264055,-3.205791,-2.076441,-2.318633,-0.768132,3.000000
1.905898,nan,-0.705191,-0.040424,0.578636,-0.040424,0.487408,-2.684503,0.743221,-0.750807,-0.050717,-1.426030,0.579531,1.717211,1.155363,-0.473933,2.774809,-1.453208,1.574138,0.769975,-1.544157,0.425909,0.810909,2.000000
-0.118693,0.701753,-0.888205,0.334139,1.599679,0.334139,-4.747653,nan,-2.104565,-3.062765,1.034993,-2.848298,2.847793,-0.424534,0.846490,5.995282,1.199110,-0.985165,3.188815,1.913040,1.159525,-0.023454,-1.222870,3.000000
1.079758,-0.047741,-1.346348,0.382431,-0.731872,0.382431,1.040267,5.759879,-0.393491,-2.300888,-1.545659,-1.353711,-1.995271,3.058279,-0.671103,-10.374198,0.790642,5.691878,6.449925,-0.442690,-2.565574,1.697429,1.603829,3.000000
1.105346,0.633269,0.094329,4.009080,0.140501,4.009080,1.694042,1.199104,-0.172275,0.320642,0.820737,-3.193324,1.711850,0.967625,-0.303342,0.045986,1.571514,-0.445640,3.559959,1.323296,-1.725362,0.118898,-1.805455,0.000000
-0.473405,-1.864445,0.141599,0.854470,nan,0.854470,2.142293,3.918074,-0.787674,-0.596501,-0.632791,-2.311622,-0.083803,-0.457827,0.671567,-0.962077,-1.653116,0.531930,-0.252502,1.243223,0.101746,0.133343,1.428452,3.000000
-0.028757,-0.110511,0.297418,-0.949291,0.014108,-0.949291,-3.364449,-4.610983,-0.039556,1.025338,-0.045426,-2.183806,0.837042,3.727966,-0.195112,-3.580655,4.157826,-0.321999,8.569563,2.662143,-1.641452,0.191606,0.440052,2.000000
-0.049452,nan,-1.812015,1.653265,0.402873,1.653265,nan,6.820207,-0.517874,-6.453625,1.371123,0.432978,-0.024534,0.879237,0.360437,8.315408,0.722101,0.061231,-4.151669,-1.081468,2.088711,-3.526977,0.422719,2.000000
-1.335997,0.177656,1.324636,-1.108666,-1.835522,-1.108666,0.903252,1.131206,0.787087,-1.139573,-0.658997,-0.981993,-2.480302,1.948713,-0.817538,-3.778013,0.092154,0.440274,1.730683,-0.233188,-1.836461,0.104391,0.676143,1.000000
-0.546944,1.333222,1.316290,0.484980,-0.099106,0.484980,1.725347,-0.354618,-0.095982,0.105322,0.838119,-1.166317,-2.388124,0.277641,-1.461398,6.212884,-1.703673,-3.868422,-4.274373,nan,0.151277,-1.159359,1.181879,0.000000
1.177133,-0.425299,-0.272478,0.234915,0.094228,0.234915,-1.017256,-4.452071,0.635125,0.798896,-0.226357,3.102324,-2.711323,3.423565,2.138222,-10.687907,1.972813,1.703839,nan,0.051014,-2.635738,3.094680,-1.972388,2.000000
0.485249,-0.360848,0.465869,2.667743,-0.389669,2.667743,-4.276279,4.491452,-0.707855,-2.056958,-0.230296,-1.575901,3.474085,4.105868,-0.023683,1.816717,2.867328,2.093292,2.128514,5.307260,6.186648,-1.303638,0.068999,3.000000
nan,-1.914761,-0.135016,1.877251,0.454098,1.877251,-1.562275,-5.739965,-0.618766,-1.885511,-0.813221,2.237723,5.312751,0.078299,-0.160890,16.190952,4.986265,nan,-10.047711,-0.989609,5.625335,-1.666790,2.002859,3.000000
0.788468,0.066817,0.837746,-0.255054,-1.021748,-0.255054,-1.900056,5.786233,-1.512943,-4.999244,0.576741,-3.298278,-1.701294,-1.186702,0.957197,2.253816,-3.075874,-1.321276,1.613715,3.760425,-1.520036,-2.502657,-1.635005,3.000000
nan,-0.366664,0.130765,2.570220,0.282604,2.570220,-1.725551,4.394265,1.427221,0.235921,-0.871076,1.638796,-5.343674,1.269356,-2.317905,0.566358,-4.336914,-1.432203,-0.736503,0.789614,-0.160084,-3.540698,-0.742778,2.000000
-0.814033,0.395371,0.840595,-0.246261,1.452348,nan,1.186481,-0.024958,-1.801559,0.958265,0.898726,0.807719,2.078976,-0.637218,-1.351588,1.399239,1.864628,-0.277322,-0.586116,1.049675,0.011329,-2.289832,-0.404178,0.000000
1.162373,0.047955,-1.730405,-3.189602,0.688734,-3.189602,1.889795,-2.029536,-0.138018,-1.352352,-0.873477,-2.314563,3.528323,nan,-0.171840,-5.114451,5.126833,1.710771,3.534001,2.262622,-1.434709,1.537082,-1.609106,2.000000
1.656772,0.859371,-0.400333,-0.671698,0.649440,-0.671698,-0.611472,-4.217352,-0.456749,2.978864,-0.191277,0.543670,-5.669676,2.464745,-0.242446,-1.431554,-2.016876,-2.853337,0.873710,nan,-1.913431,0.289524,-0.445909,0.000000
-0.403414,0.781191,-3.782209,1.930438,0.948502,1.930438,1.680056,-1.400921,0.353946,-0.901825,0.516995,-2.601337,5.012370,-0.360636,-1.033596,0.903999,3.582325,0.282750,0.973220,1.395340,0.131542,2.280886,2.035977,0.000000
1.399170,-0.846276,0.047996,1.708112,-1.345679,1.708112,-0.451853,nan,0.976108,-1.964169,-1.877687,2.042517,-4.454554,1.285850,0.624234,-2.447450,-2.398440,-0.187871,-1.187085,0.481879,-1.422026,-1.657725,0.598208,2.000000
2.405136,-0.276528,0.555584,-2.999815,0.101846,-2.999815,0.241235,-1.655137,0.134519,-1.599024,0.505225,0.781197,-0.523682,-1.192353,-0.019523,nan,-0.509809,1.581030,-0.234589,0.300893,-1.287784,3.108604,-0.008310,2.000000
1.018020,0.617721,1.761540,-7.622097,0.905759,-7.622097,0.029291,-1.617057,-0.405261,nan,0.043897,-3.169362,1.986927,-1.491630,0.376915,-0.470679,0.853577,0.840957,2.117776,0.572859,0.527142,0.477441,nan,0.000000
-0.900027,0.686376,-0.857881,nan,-0.212601,nan,-0.125393,-0.136965,1.275285,-0.650390,-0.257351,1.638016,-1.052264,1.998556,1.454185,nan,1.572135,1.132432,0.774976,0.447685,-0.712524,-0.103406,-0.665764,2.000000
0.225761,0.814214,1.033047,0.720640,-0.115616,0.720640,-1.261265,nan,-0.946765,nan,-0.296350,3.221719,-2.039577,1.803726,1.960105,-5.928710,1.276411,1.728709,2.098121,-0.617021,-2.295717,0.715429,0.132886,1.000000
0.108899,1.188168,-1.052814,-2.029569,-1.007014,-2.029569,-0.571640,0.938138,-0.690720,0.044376,1.023124,-0.306277,-2.243416,1.404521,-0.456362,-3.706502,0.992258,1.626815,6.165546,-1.570188,-3.783693,-1.852706,-1.069620,3.000000
1.906469,0.354197,0.278117,-0.590673,-0.557554,-0.590673,-0.230867,8.041407,-2.606709,-4.583273,-1.455395,-1.091101,nan,-1.643135,-0.902595,-1.219350,-1.260327,2.724257,1.662116,2.747308,-1.036668,-2.478840,-0.417536,2.000000
0.350249,-0.063504,-0.263939,-1.667490,0.231853,-1.667490,-1.076900,4.169650,1.375347,-2.635477,-0.957461,-0.740118,-1.364275,-2.135102,-1.636484,-0.395946,-3.189901,1.450146,0.526953,0.179210,-0.577406,-0.296103,1.053774,0.000000
0.954913,1.062277,1.760158,-0.512647,-1.402856,-0.512647,0.407654,0.424868,-0.915322,-0.426367,-1.816877,-0.465466,-2.860932,-0.057446,0.088879,1.152394,-3.069451,-2.019426,-3.360181,-0.204546,0.669413,0.313912,-0.781506,1.000000
-1.145714,1.480417,-1.385005,-0.420090,0.738384,-0.420090,-1.555309,4.652303,0.911263,-2.724323,0.636410,1.377816,-3.057016,1.165026,-0.021981,-2.437319,-0.609365,2.778951,2.798246,-1.894590,-1.942564,-1.795521,-0.980205,3.000000
-0.726150,-0.796981,-1.859584,-1.444635,-0.226809,-1.444635,-0.057152,-4.390052,-0.190155,0.392002,nan,-0.978431,-0.714536,1.095432,-0.261634,-1.311534,0.662160,-1.873692,0.047078,0.287862,-0.508244,1.977201,1.519394,0.000000
-2.221560,-1.048233,-0.723601,5.141797,1.181611,5.141797,3.948228,4.815745,1.248960,2.361128,-0.982258,1.015652,-3.105577,2.372325,0.403574,-3.315829,-1.578826,0.620679,-1.263791,-0.865684,-0.633638,-1.340489,0.835560,0.000000
0.128767,-0.087262,0.165946,2.354245,nan,2.354245,-0.225921,2.465647,1.973181,-2.184162,-0.062017,-1.489081,-1.024158,3.716948,0.005390,-3.905947,1.611175,1.866233,3.211823,0.241254,-0.535801,1.383916,-0.550036,3.000000
1.180426,0.055974,nan,0.964272,-0.729483,0.964272,-1.751841,-1.346021,0.594121,-3.303626,-0.362584,nan,-3.615846,5.633203,1.143694,-1.236632,2.423754,-1.371531,2.347980,-1.146624,-1.602952,0.785547,-0.042361,3.000000
-0.000053,-0.080531,0.847661,4.752368,-0.287410,4.752368,4.463350,3.081079,-0.331265,1.243140,0.172562,-1.179500,-2.131764,1.999281,-0.088879,-3.621358,-1.199901,-1.317110,-1.297900,1.990316,-1.344265,-0.280425,2.038816,0.000000
-0.187759,0.109520,-0.140076,3.190226,nan,3.190226,0.001351,-2.630804,0.215002,1.097925,0.179065,-2.820948,2.935660,2.122027,-1.130807,2.229907,2.885157,-1.559705,1.647374,1.521234,1.358732,1.481206,1.885712,3.000000
0.490262,-0.129447,-1.516800,-3.035912,-0.941564,-3.035912,-2.196823,-4.485252,0.543702,-0.247374,0.509815,0.892616,0.351141,-1.277846,2.607259,-1.430444,0.965080,-0.192808,2.494046,-0.147998,-2.079321,0.841742,-0.887077,1.000000
0.173598,-0.761322,-1.458507,0.653677,-2.133402,0.653677,0.385044,-0.683066,-0.707128,-0.206422,1.137624,-1.248957,3.483491,1.894455,-0.358546,2.445140,3.690967,0.046870,-0.670297,1.101794,nan,0.175573,-1.712180,3.000000
-0.282505,-1.464727,-0.528450,-3.218595,-0.268334,-3.218595,-0.978437,-0.147805,0.488305,-1.514324,0.220891,-1.226875,-2.051323,-0.054420,2.736566,3.220387,-1.363572,-1.303026,-0.953420,-1.913499,0.152770,-0.498563,-1.286204,0.000000
1.008396,nan,0.424048,-1.050186,0.293013,-1.050186,1.739991,-1.283106,-2.013323,4.029995,-0.066508,-0.358095,-0.023427,2.393970,-1.415475,-5.703000,3.573508,0.125916,7.123957,2.258816,-3.934248,-3.799428,-0.108537,3.000000
-0.263674,0.580903,0.933064,1.597594,0.685062,1.597594,-3.063550,1.263386,0.649185,-0.744434,-0.133926,nan,-2.860487,2.492369,0.380659,-1.059266,0.313572,2.049874,3.047458,-3.295926,-0.862184,-0.645158,-0.082354,1.000000
-0.774553,0.749075,-1.617363,1.668154,0.315594,1.668154,-1.888600,2.071008,-0.711502,nan,0.265140,-0.444019,-1.033564,0.779542,-0.618275,-0.590056,-0.914771,0.210294,1.379887,1.472925,-0.139037,-0.040601,-1.327286,2.000000
-1.617679,-0.013676,-0.287100,3.645659,0.203674,3.645659,-1.955356,4.987650,0.311627,-0.720924,0.482080,nan,-5.497490,3.085547,-0.117726,4.254998,-2.063236,-1.143603,-2.964264,-2.304591,0.885782,-5.187955,-0.186163,2.000000
-0.103905,-0.968945,-0.354337,2.240219,0.375887,2.240219,0.879455,0.255215,0.837964,2.297038,0.253738,0.436195,-2.617334,0.334411,0.623927,2.456492,-1.152173,-1.652957,nan,-2.990843,-2.435293,-2.324997,0.625649,0.000000
1.418998,-0.459823,1.447237,-3.009851,1.798573,-3.009851,1.618151,-5.924092,nan,-0.430146,1.982515,nan,-0.223951,-0.223316,-0.152002,-5.991794,1.609604,-1.384405,0.449071,1.495455,-3.334566,2.927390,1.479254,3.000000
1.451450,-0.886000,-1.083550,0.347516,0.773215,0.347516,-0.633480,0.119829,1.018862,-0.422531,0.422807,-1.923204,1.826170,1.251569,0.956290,-0.064820,2.319652,0.796989,3.535896,0.778510,-0.105199,0.049917,-1.233147,0.000000
0.178374,0.367721,-0.463649,2.355370,1.251284,2.355370,-5.416286,-2.529179,-0.630634,-1.961387,-0.039058,-1.204065,4.699122,0.785099,-1.017269,2.893552,nan,0.479204,3.280316,3.053765,2.850158,2.161380,0.585188,0.000000
-0.851876,0.624160,-1.063751,0.895760,0.260543,0.895760,-2.057608,nan,-1.662779,1.489295,0.171733,-3.984830,-0.442926,0.500275,-0.899740,1.742518,0.005224,-0.922827,7.617765,-2.292345,-2.872368,1.129406,-1.818655,0.000000
-0.357996,-0.936745,-0.702914,-0.688449,-1.458389,-0.688449,-0.370947,-0.968123,-1.896308,-0.467415,0.350526,-0.771211,0.531791,0.363977,0.585012,0.466553,1.363841,0.408890,1.909945,-1.341315,-0.822944,0.424027,-1.442445,1.000000
0.104181,0.803200,0.628330,-0.962502,-0.220311,-0.962502,-1.187571,1.188592,-1.989768,0.524059,-0.653444,-2.291464,1.403583,0.861163,1.730280,10.599648,0.823734,-1.418803,-1.177704,-2.815494,nan,-2.798591,-0.023070,0.000000
1.507756,-0.020261,-0.348865,1.516047,0.661957,1.516047,-1.057144,-1.053040,-1.128526,-0.633998,-1.442100,-4.060762,2.185196,-0.474188,nan,0.155082,0.689639,-0.683168,5.055636,2.324447,-1.597640,1.595962,1.343819,0.000000
-2.032202,-0.416256,0.917195,0.286932,0.033262,0.286932,0.313574,6.163323,0.501460,-2.343289,0.153518,1.760493,-4.732154,2.152029,-1.475771,-1.569275,-2.254330,0.443238,-2.447938,0.306972,0.104975,-3.193468,-0.071274,2.000000
2.382427,3.091090,-0.492009,nan,0.175717,-4.115332,-1.756167,-2.832435,-1.063990,3.943243,-0.707854,-0.944983,0.716944,-1.685668,0.187612,4.922287,-0.302516,-2.855654,2.640209,1.308304,nan,-4.589558,1.318319,3.000000
0.488642,0.677544,0.604023,0.093248,0.603664,0.093248,-0.424250,-2.729890,nan,1.189295,0.513674,-0.821799,0.802697,0.677964,-1.878957,0.775955,1.579066,0.330422,2.422446,-2.597476,-0.463306,1.493684,0.654504,1.000000
-0.963437,1.833521,nan,0.427120,nan,0.427120,-0.642422,3.980538,-0.496316,-0.125126,2.229138,1.970315,-2.004165,0.384693,-0.811612,-0.612799,-1.024390,0.725692,nan,0.735932,-0.696651,-3.820508,0.339093,2.000000
-0.047967,0.448528,-0.370036,-1.645064,0.139933,-1.645064,nan,-2.492936,0.719931,0.154671,1.499813,0.500065,4.547123,-2.208836,-1.787892,nan,3.648925,3.093336,7.170893,2.185529,-3.003176,0.446442,-0.668729,1.000000
nan,0.975695,0.882899,-4.755932,-0.754731,-4.755932,-2.384284,0.061483,0.066446,nan,-0.724267,0.833272,-0.561340,0.035725,-0.352885,2.864964,0.508348,-0.778919,-0.152897,0.861408,0.885540,-3.737240,0.062708,3.000000
0.864055,0.479160,-0.223031,0.207404,0.547301,0.207404,-1.668296,-2.627187,-1.104894,0.375392,-0.606863,0.113748,0.513619,0.453970,-1.350844,4.734970,2.588665,-1.783830,3.089139,-1.811981,-2.229920,-2.658753,1.244245,1.000000
-0.624221,-1.775531,-1.872487,-3.411854,2.134339,-3.411854,-1.325379,-0.126245,0.480465,-1.362076,-0.430116,-3.593619,-2.214562,2.557790,1.717440,6.073513,-0.749154,-1.531258,-1.257746,-3.699441,3.009109,0.567368,-0.878238,0.000000
1.450856,-0.070977,-2.640836,0.808363,0.095370,0.808363,-2.005703,-1.849785,0.191305,-1.778572,0.310841,-0.070930,0.470686,0.211843,1.171232,0.233047,0.651321,-0.641313,0.582493,0.990251,-0.237411,1.410912,0.416684,2.000000
